HP:0004015	橈骨骨幹端の異常
HP:0100211	第5趾末節骨骨端の点状石灰化
HP:0100210	小さい第5趾末節骨骨端
HP:0100217	第5趾中節骨骨端の断片化
HP:0100216	第5趾中節骨の拡大した骨端
HP:0100215	第5趾中節骨骨端の円錐骨端
HP:0100214	第5趾中節骨骨端ブラケット
HP:0007550	減汗症/多汗症
HP:0008883	軽度の子宮内成長遅滞
HP:0007552	異常な皮下脂肪組織分布
HP:0100219	第5趾中節骨象牙骨端
HP:0100218	不規則な第5趾中節骨骨端
HP:0007554	Confetti 下肢皮膚低色素パターン
HP:0007553	先天性対称性掌蹠角化症
HP:0008887	脂肪組織喪失
HP:0007556	足底過角化症
HP:0006224	先細りで末端が尖った指末節骨
HP:0007525	薄い落屑性皮膚で覆われた黄色の皮下組織
HP:0008857	新生児短躯低身長
HP:0007524	非典型的神経線維腫症
HP:0008855	中等度の生後の成長遅滞
HP:0007526	腕の低色素性皮膚斑
HP:0007529	発汗性外胚葉形成不全
HP:0008850	重度の生後の成長遅滞
HP:0007521	顔の不規則な高色素
HP:0007522	皮膚ヒダ数の増加
HP:0007536	先天性正中頭頂頭皮無形成
HP:0006205	不規則な指趾骨
HP:0007535	低色素性線状
HP:0006207	手根骨の部分重複
HP:0008866	反復性感染症に二次的な発育不全
HP:0007537	重度の光線過敏症
HP:0006206	第2指基節骨過剰分節
HP:0006209	第5指趾骨の部分~完全欠損
HP:0006208	基節骨の骨幹端カッピング
HP:0007530	点状掌蹠過角化症
HP:0006201	遠位指間(IP)関節過動
HP:0006200	幅広い末節骨
HP:0006203	指間関節の運動範囲減少
HP:0007534	先天性後頭部禿頭
HP:0006202	骨融解 (舟状骨)
HP:0007503	全身性魚鱗癬
HP:0008835	多中心性大腿骨頭骨化
HP:0007502	毛包過角化症
HP:0008833	不規則な寛骨臼蓋
HP:0007505	進行性高色素
HP:0007504	びまん性の緩徐な皮膚萎縮
HP:0008839	骨盤低形成
HP:0007506	先天性四肢皮膚欠損
HP:0007509	斑状低および高色素
HP:0007508	点状手掌および足底過角化症
HP:0008838	近位上腕骨骨端の点状石灰化
HP:0012097	頭蓋内類皮嚢胞(デルモイド嚢胞)
HP:0012096	頭蓋内類表皮嚢胞
HP:0012099	循環性カテコラミン値異常
HP:0012098	浮腫 (足背)
HP:0012093	内分泌膵生理の異常
HP:0012092	外分泌膵生理の異常
HP:0012095	多発性関節脱臼
HP:0012094	異常な膵サイズ
HP:0012091	膵生理の異常
HP:0012090	膵形態の異常
HP:0007501	各指の手掌に沿っての線状過角化症
HP:0008830	恥骨枝低形成
HP:0007500	汗腺数減少
HP:0008846	重度の子宮内成長遅滞
HP:0007514	浮腫 (手背)
HP:0007513	全身性低色素
HP:0007516	過剰な指皮膚
HP:0007515	毛嚢脂腺単位低形成
HP:0008845	四肢中部短縮性低身長
HP:0007517	掌蹠弛緩性皮膚
HP:0008848	中等度低身長
HP:0007519	皮下脂肪組織欠如
HP:0007510	顔面皮膚無形成/低形成
HP:0008843	股関節骨関節炎
HP:0007511	光線を浴びた領域の斑状色素沈着
HP:0000097	巣状分節性糸球体硬化症
HP:0000098	高身長
HP:0000095	糸球体異常
HP:0008812	平坦な大腿骨頭
HP:0000096	糸球体硬化症
HP:0000093	蛋白尿
HP:0008817	恥骨無形成
HP:0008818	大きな腸骨翼
HP:0000091	腎尿細管異常
HP:0000092	尿細管萎縮
HP:0000090	ネフロン癆
HP:0008819	狭い大腿骨頸部
HP:0012079	中枢性運動伝達の異常
HP:0012078	運動性伝導ブロック
HP:0012075	性格異常
HP:0012074	瞳孔強直
HP:0012077	芝居じみた性格異常
HP:0012076	ボーダーライン性格異常
HP:0012071	アセチルカルニチン代謝の異常
HP:0012070	尿中硫酸コンドロイチン排泄
HP:0012073	尿中アシルグリシンのプロフィール異常
HP:0012072	酸性尿
HP:0000099	糸球体腎炎
HP:0008824	腸骨体部低形成
HP:0008822	坐骨恥骨枝低形成
HP:0008823	下恥骨枝低形成
HP:0008828	近位大腿骨骨端
HP:0008829	大腿骨頭骨化遅延
HP:0008826	大腿骨頭脱臼
HP:0012089	動脈炎
HP:0012086	尿色異常
HP:0012085	膿尿
HP:0012088	尿臭異常
HP:0012087	ミトコンドリアの形の異常
HP:0012082	小脳 Purkinje 層萎縮
HP:0012081	小脳拡大
HP:0012084	骨格筋線維サイズの異常
HP:0012083	ユビキチン陽性大脳封入体
HP:0012080	小脳顆粒層萎縮
HP:0008820	大腿骨骨頭骨端の骨化欠損
HP:0008821	腸骨下部低形成
HP:0000075	腎重複
HP:0000076	膀胱尿管逆流
HP:0000073	尿管重複
HP:0000074	尿管腎盂接合部閉塞
HP:0000071	尿管狭窄
HP:0000072	水尿管症
HP:0000070	尿管瘤
HP:0012057	表面mに広がる黒色腫
HP:0012056	皮膚黒色腫
HP:0012059	悪性黒子黒色腫
HP:0012058	結節性黒色腫
HP:0012053	血清 calcifediol (25-hydroxycholecalciferol)低値
HP:0012052	血清 calcitriol (1,25-dihydroxycholecalciferol)低値
HP:0012055	毛様体黒色腫
HP:0012054	脈絡膜黒色腫
HP:0012051	反応性低血糖
HP:0012050	全身性浮腫
HP:0000079	尿路異常
HP:0000077	腎異常
HP:0000078	性器異常
HP:0000086	異所性腎
HP:0008802	大腿骨頭低形成
HP:0008803	狭い仙腸骨切痕
HP:0008800	股関節運動制限
HP:0008801	小転子低形成
HP:0000085	馬蹄腎
HP:0008807	寛骨臼異形成
HP:0000083	腎不全
HP:0000080	性的生理異常
HP:0008804	幅広い大腿骨頭
HP:0000081	集合管重複
HP:0008808	高い腸骨翼
HP:0012068	アスパルチルグルコサミン尿
HP:0012067	糖ペプチド尿
HP:0012069	尿中硫酸ケラタン排泄
HP:0012064	単房性骨嚢胞
HP:0012063	動脈瘤骨嚢胞
HP:0012066	尿中二糖類排泄増加
HP:0012065	多発性骨嚢胞病変
HP:0012060	肢端黒子性黒色腫
HP:0012062	骨嚢胞
HP:0012061	シアル化オリゴ糖の尿中排泄
HP:0000089	腎低形成
HP:0000053	巨大精巣
HP:0001385	股関節異形成
HP:0000054	小陰茎
HP:0001384	股関節異常
HP:0000051	会陰尿道下裂
HP:0025354	異常な細胞表現型
HP:0000052	尿道閉鎖, 男性
HP:0001382	関節過動
HP:0000050	男性外性器低形成
HP:0001380	靭帯弛緩
HP:0012039	デスメ膜のヒダ
HP:0012038	滴状角膜
HP:0012035	多発性脂腺嚢腫
HP:0012034	脂肪肉腫
HP:0012037	胸筋筋萎縮
HP:0012036	胸鎖乳突筋筋萎縮
HP:0012031	脂肪腫性腫瘍
HP:0012030	尿中コルチゾール 値増加
HP:0012033	仙骨部脂肪腫
HP:0012032	脂肪腫
HP:0000059	大陰唇低形成
HP:0000057	巨大陰核
HP:0001388	関節指間
HP:0000058	陰唇異常
HP:0001387	関節拘縮
HP:0000055	女性外性器異常
HP:0000056	陰核異常
HP:0001386	関節腫脹
HP:0001396	胆汁うっ滞
HP:0000064	小陰唇低形成
HP:0000065	陰唇肥大
HP:0001395	肝線維症
HP:0000062	性別不明の外性器
HP:0001394	肝硬変
HP:0000063	小陰唇癒合
HP:0000060	陰核低形成
HP:0001392	肝の異常
HP:0000061	性別不明の外性器, 女性
HP:0012049	喉頭ジストニア
HP:0012046	上肢無反射
HP:0012045	網膜色素斑
HP:0012048	口下顎ジストニア
HP:0012047	昼盲
HP:0012042	アスピリン誘発性喘息
HP:0012041	男性の妊孕性減少
HP:0012044	シーソー眼振
HP:0012043	振り子様眼振
HP:0012040	角膜 stromal 浮腫
HP:0000068	尿道閉鎖
HP:0001399	肝不全
HP:0000069	尿管異常
HP:0000066	陰唇低形成
HP:0000067	尿道閉鎖, 女性
HP:0001397	脂肪肝
HP:0002694	頭蓋底硬化症
HP:0000031	精巣上体炎
HP:0000032	男性外性器異常
HP:0002693	頭蓋底の異常
HP:0001362	頭蓋骨欠損t
HP:0002692	顔面骨低形成
HP:0001361	眼振誘発性うなずき運動
HP:0000030	精巣性腺芽細胞腫
HP:0002691	扁平頭蓋底
HP:0001360	全前脳胞症
HP:0002690	大きなトルコ鞍
HP:0012017	頭頂焦点性棘波を伴う脳波
HP:0012016	後頭焦点性棘波を伴う脳波
HP:0012019	水晶体脱臼
HP:0012018	側頭焦点性棘波を伴う脳波
HP:0012013	側頭焦点性棘波を伴う脳波
HP:0012012	頭頂焦点性棘波を伴う脳波
HP:0012015	焦点性棘波を伴う脳波
HP:0012014	中心焦点性棘波を伴う脳波
HP:0012011	後頭焦点性棘波を伴う脳波
HP:0012010	前頭焦点性棘波を伴う脳波脳波
HP:0000039	尿道上裂
HP:0000037	男性仮性半陰陽
HP:0001369	関節炎
HP:0002699	大孔の異常
HP:0000035	精巣異常
HP:0001367	関節形態異常
HP:0000036	陰茎異常
HP:0002697	頭頂孔
HP:0002696	頭頂骨の異常
HP:0000033	性別不明の外性器, 男性
HP:0002695	対称性の卵形頭頂骨欠損
HP:0000034	陰嚢水腫
HP:0000042	外性器欠損
HP:0001374	先天性股関節脱臼
HP:0001373	関節脱臼
HP:0000040	陰茎拡大
HP:0001371	屈曲拘縮
HP:0000041	尿道索
HP:0001370	関節リウマチ
HP:0012028	肝細胞腺腫
HP:0012027	喉頭浮腫
HP:0012029	尿中ホルモン値異常
HP:0012024	高ガラクトース血症
HP:0012023	ガラクトース尿
HP:0012026	高オルニチン血症
HP:0012025	オルニチン代謝の異常
HP:0012020	右大動脈弓
HP:0012022	先天性門脈全身静脈シャント
HP:0012021	持続性静脈管開存
HP:0000048	二分陰嚢
HP:0000049	襟巻陰嚢
HP:0001379	変性関節症
HP:0000046	陰嚢低形成
HP:0001377	肘伸展制限
HP:0000047	尿道下裂
HP:0001376	関節運動制限
HP:0000044	低ゴナドトロピン性性腺機能低下症
HP:0000045	陰嚢異常
HP:0002672	胃腸癌
HP:0001341	嗅脳無発生
HP:0001340	C-反射亢進
HP:0000010	反復性尿路感染症
HP:0002671	基底細胞癌
HP:0000019	排尿躊躇
HP:0001349	顔面両麻痺
HP:0000017	夜尿
HP:0002679	トルコ鞍の異常
HP:0001348	反射活発
HP:0000015	膀胱憩室
HP:0001347	反射亢進
HP:0002678	頭蓋骨非対称
HP:0002677	小さい大孔
HP:0000016	尿閉
HP:0002676	クローバー型頭蓋骨
HP:0001345	精神病的精神機能
HP:0000013	子宮低形成
HP:0001344	発語欠損
HP:0000014	膀胱異常
HP:0000011	神経因性膀胱
HP:0001343	核黄疸
HP:0000012	尿意切迫
HP:0001342	大脳出血
HP:0002673	外反股
HP:0002683	頭蓋冠の異常
HP:0000020	遺尿
HP:0002682	幅広い頭蓋骨
HP:0001351	ミオクローヌス放電ロック前ミオクローヌス棘波
HP:0000021	巨大膀胱
HP:0001350	不明瞭言語
HP:0002681	変形したトルコ鞍
HP:0002680	J字型トルコ鞍
HP:0012009	中心焦点性棘波を伴う脳波
HP:0012006	未視感
HP:0012005	既視感 
HP:0012008	錯覚前兆
HP:0012007	幻覚性前兆
HP:0012002	経験的前兆
HP:0012001	全般性多棘波を伴う脳波
HP:0012004	記憶術的前兆
HP:0012003	情動全長
HP:0012000	全般性棘波を伴う脳波
HP:0000028	停留精巣
HP:0000029	精巣萎縮
HP:0002689	副鼻腔欠損
HP:0000026	男性性腺機能低下症
HP:0001357	斜頭
HP:0000027	無精子症
HP:0002688	前頭洞欠損
HP:0002687	前頭洞の異常
HP:0000024	前立腺炎
HP:0001355	巨大脳症
HP:0002686	出生前の母体異常
HP:0000025	男性内性器の機能異常
HP:0000022	男性内性器異常
HP:0002684	分厚い頭蓋冠
HP:0000023	鼠径ヘルニア
HP:0002650	側弯
HP:0003982	尺骨欠損
HP:0003984	尺骨の後方脱臼
HP:0003985	外骨症 (尺骨)
HP:0003986	外骨症 (橈骨)
HP:0003987	尺骨骨折
HP:0003988	長い尺骨
HP:0003989	切痕のある尺骨
HP:0001328	特異的学習障害
HP:0002659	易骨折性の増加
HP:0001327	光誘発性ミオクローヌス発作
HP:0002657	脊椎骨幹端異形成
HP:0001326	不規則な全般性棘除波複合を伴う脳波
HP:0001325	低血糖性昏睡
HP:0002656	骨端異形成
HP:0002655	脊椎骨端異形成
HP:0001324	筋虚弱
HP:0002654	多発性骨端異形成
HP:0001322	非常に小さな脳
HP:0002653	骨痛
HP:0003980	橈骨偽関節
HP:0001321	小脳低形成
HP:0002652	骨格異形成
HP:0003981	幅広い橈骨
HP:0001320	小脳虫部低形成
HP:0002651	脊椎骨端骨幹端異形成
HP:0003993	幅広い尺骨
HP:0002661	外傷による無痛性骨折
HP:0003994	手関節脱臼
HP:0003995	橈骨頭の異常
HP:0003996	平坦な橈骨頭
HP:0003997	橈骨頭低形成
HP:0003998	橈骨頸部狭窄
HP:0003999	橈骨骨端の異常
HP:0000008	女性内性器異常
HP:0000009	膀胱機能異常
HP:0001339	滑脳症
HP:0002669	骨肉腫
HP:0001338	脳梁の部分的無発生
HP:0002668	傍神経節腫
HP:0001337	振戦
HP:0001336	ミオクローヌス
HP:0002667	腎芽腫 (Wilms 腫瘍)
HP:0001335	両手協同運動
HP:0002666	褐色細胞腫
HP:0000002	身長の異常
HP:0001334	交通性水頭症
HP:0002665	リンパ腫
HP:0003990	尖った尺骨
HP:0002664	新生物
HP:0000003	多嚢胞腎異形成
HP:0001332	ジストニア
HP:0002663	骨端骨化遅延
HP:0003991	骨硬化症 (尺骨)
HP:0001331	透明中隔欠損
HP:0003992	細い尺骨
HP:0003960	外骨症 (前腕骨)
HP:0003961	前腕骨骨折
HP:0003963	前腕骨のの融解病変
HP:0003964	前腕骨骨粗鬆症
HP:0003965	前腕骨偽関節
HP:0003966	前腕の硬化巣
HP:0003967	硬化性前腕骨
HP:0003969	細い前腕骨
HP:0001308	舌線維束性収縮
HP:0002639	Budd-Chiari 症候群
HP:0002638	表在性血栓性静脈炎
HP:0002637	大脳虚血
HP:0002636	腹大動脈瘤
HP:0001305	Dandy-Walker 奇形
HP:0002635	アテローム症
HP:0001304	捻転ジストニア
HP:0002634	動脈硬化
HP:0001302	脳回肥厚
HP:0002633	血管炎
HP:0002632	低~正常血圧
HP:0001301	慢性感覚神経性ポリニューロパチー
HP:0001300	パーキンソン症候群
HP:0002631	上行大動脈瘤
HP:0002630	脂肪吸収不全
HP:0003971	幅広い前腕骨
HP:0003973	幅広い橈尺骨関節
HP:0003974	橈骨欠損
HP:0003975	Chevron型/円錐型橈骨
HP:0003976	橈骨狭窄s
HP:0003977	変形した橈骨
HP:0003978	橈骨骨折
HP:0003979	橈骨の融解病変
HP:0001319	新生児筋緊張低下
HP:0002648	頭蓋冠形態異常
HP:0001317	小脳の異常
HP:0002647	大動脈解離
HP:0001315	腱反射減少
HP:0002645	ウォルム氏骨
HP:0002644	骨盤帯骨の形態異常
HP:0001312	巨大身体感覚誘発電位
HP:0002643	新生児呼吸窮迫
HP:0002642	腹腔動脈と腸間膜動脈の動静脈瘻
HP:0001311	異常な神経系電気生理
HP:0002641	末梢性血栓症
HP:0001310	測定障害
HP:0003970	前腕骨モデリング不全
HP:0002640	褐色細胞腫を伴う高血圧
HP:0003940	肘骨関節炎
HP:0003941	肘の点状石灰化
HP:0003942	肘の滑膜軟骨腫症
HP:0003943	肘関節腔の異常
HP:0003944	狭い肘関節腔
HP:0003945	肘関節の不規則な関節腔
HP:0003946	肘骨端の異常
HP:0003947	肘骨端骨化遅延
HP:0003948	不規則な骨端 of the elbow
HP:0003949	肘の骨幹端異常
HP:0002619	静脈瘤
HP:0002617	動脈瘤
HP:0002616	大動脈基部拡大
HP:0002615	低血圧
HP:0002614	肝門脈周囲壊死
HP:0002613	胆汁性肝硬変
HP:0002612	先天性肝線維症
HP:0002611	胆汁うっ滞性肝疾患
HP:0045027	胸腔の異常
HP:0003950	骨幹端フレア (肘)
HP:0003951	不規則な骨幹端 (肘)
HP:0003952	肘骨幹端の硬化巣
HP:0003953	前腕骨欠損
HP:0003954	角度のある前腕骨
HP:0003955	骨内骨外観 (前腕)
HP:0003956	湾曲性た前腕骨
HP:0003957	前腕骨の皮質肥厚
HP:0003958	前腕骨の交叉性癒合
HP:0003959	変形した前腕骨
HP:0002629	胃腸動静脈奇形
HP:0002627	鏡像分枝を伴う右大動脈弓
HP:0002626	腹腔および腸間膜血管の静脈瘤
HP:0002625	深部静脈血栓症
HP:0002624	静脈異常
HP:0002623	大動脈騎乗
HP:0002622	大動脈瘤解離
HP:0002621	動脈硬化症
HP:0003920	傾斜のある上腕骨骨幹端
HP:0003921	上腕骨骨幹端の外側傾斜
HP:0003922	上腕骨骨幹端の棘
HP:0003923	四角い上腕骨骨幹端
HP:0003924	上腕骨骨幹端
HP:0100381	第3趾中節骨欠損
HP:0100380	第5趾指末節骨無形成
HP:0003926	上腕骨骨幹の異常
HP:0003927	上腕骨骨幹の不規則な皮質
HP:0100385	第4趾基節骨骨無形成
HP:0003928	上腕骨骨幹の皮質肥厚
HP:0100384	第3趾基節骨欠損
HP:0003929	上腕骨骨幹のすりガラス様混濁
HP:0100383	第5趾中節骨無形成
HP:0100382	第4趾中節骨無形成
HP:0100389	短い第3趾末節骨
HP:0100388	趾の基節骨無形成
HP:0006191	深い手掌屈曲線
HP:0100387	趾の中節骨無形成
HP:0100386	第5趾基節骨骨無形成
HP:0006190	手関節の橈側偏位
HP:0006193	指ぬき型手中節骨
HP:0006192	先細りの指骨
HP:0003930	上腕骨骨幹の融解病変
HP:0003931	骨膜新生骨 (上腕骨骨幹)
HP:0003932	上腕骨骨幹の硬化巣
HP:0003933	上腕骨骨幹硬化症
HP:0003934	細い上腕骨骨幹
HP:0100392	短い第3趾中節骨
HP:0003935	幅広い上腕骨骨幹
HP:0100391	短い第5趾末節骨
HP:0100390	短い第4趾末節骨
HP:0003938	肘骨癒合症
HP:0100396	短い第4趾基節骨
HP:0003939	上腕骨尺骨癒合
HP:0100395	短い第3趾基節骨
HP:0100394	短い第5趾中節骨
HP:0100393	短い第4趾中節骨
HP:0100399	第4趾末節骨重複
HP:0100398	第3趾末節骨重複
HP:0002608	セリアック病
HP:0100397	短い第5趾基節骨
HP:0002607	遺糞症
HP:0002605	肝壊死
HP:0002604	胃腸毛細血管拡張
HP:0002601	母趾外転筋不全麻痺
HP:0002600	下肢反射低下
HP:0003900	小さい上腕骨骨端
HP:0003901	上腕骨骨端の点状石灰化
HP:0003902	上腕骨の骨端点状石灰化
HP:0003903	幅広い上腕骨骨端
HP:0003904	幅広い上肢の骨端
HP:0003905	上腕骨骨端軟骨板の異常
HP:0003906	幅広い上腕骨骨端板
HP:0003907	上腕骨骨幹端の異常
HP:0003908	角部棘s (上腕骨骨幹端)
HP:0003909	皮質骨膜下吸収 (上腕骨骨幹端)
HP:0006170	チェスポーン型末節骨
HP:0006172	長管骨の平坦で四角い骨端
HP:0006175	基節骨骨膜肥厚
HP:0006174	中手骨骨幹の骨内膜硬化
HP:0006176	出生時に存在する2つの手根骨骨化中心
HP:0006179	偽骨端 (第２中手骨)
HP:0003910	上腕骨の拡大した骨幹端
HP:0003911	上腕骨骨幹端フレア
HP:0003912	上腕骨骨幹端フレイイング (けばだち)
HP:0003913	不規則な上腕骨骨幹端
HP:0003914	上腕骨骨幹端の不規則な骨化 
HP:0003915	上腕骨骨幹端の融解病変
HP:0003916	正常濃度の横断性バンド (上腕骨)
HP:0003917	尖った上腕骨骨幹端
HP:0003918	硬化性上腕骨骨幹端
HP:0003919	縦線状を伴う硬化性上腕骨骨幹端
HP:0006180	手根骨混雑
HP:0006184	手掌屈曲線減少
HP:0006185	近位指間(IP)関節の拡大
