OMIM:616033	小頭-低身長-ブドウ糖代謝異常
OMIM:244450	Kaufman 眼脳顔症候群
OMIM:244460	Kenny-Caffey 症候群 1 型
OMIM:244510	円錐角膜-先天性股関節異形成
OMIM:244600	円錐角膜, 限局性後方 (Keratoconus posticus circumscriptus)
OMIM:244850	角皮症, 掌蹠, Norrbotten 劣性型
OMIM:245000	Papillon-Lefevre 症候群
OMIM:245010	Haim- Munk 症候群
OMIM:245050	Succynyl CoA:3-oxoacid CoA transferase 欠乏症
OMIM:245100	Richard-Rundle 症候群
OMIM:245130	ケトアジピン酸尿症
OMIM:245150	Keutel 症候群
OMIM:245160	Kniest 様異形成-すぼめ口唇-異所性水晶体
OMIM:245180	Kifafa けいれん疾患
OMIM:245190	様異形成, 致死性
OMIM:245200	Krabbe 病
OMIM:245300	クールー
OMIM:245340	乳酸輸送障害による筋症
OMIM:245348	Pyruvate dehydrogenase E2 欠損症
OMIM:245349	Pyruvate dehydrogenase E3-binding protein 欠乏症
OMIM:245400	ミトコンドリアDNA枯渇症候群9 (脳筋症型, メチル化尿症を伴う)
OMIM:245450	乳酸尿症, D乳酸による
OMIM:245550	Lambert 症候群
OMIM:245552	Lambotte 症候群
OMIM:245570	てんかん, 巣状, 言語障害を伴う +/- 精神遅滞
OMIM:245590	成長ホルモン不応性-免疫不全
OMIM:245600	多発性関節脱臼-低身長-頭蓋顔面形態異常-先天性心奇形
OMIM:245650	Larsen 様症候群, 致死型
OMIM:245660	喉頭爪皮膚症候群
OMIM:245800	Laurence- Moon 症候群
OMIM:245900	レシチン-コレステロール・アシルトランスフェラーゼ欠損症
OMIM:246000	下肢欠損変形-先天性白内障
OMIM:246200	Donohue 症候群
OMIM:246300	
OMIM:246400	Lettere-Siwe 病
OMIM:246450	3-hydroxy-3-methylglutaryl-CoA lyase  欠損症
OMIM:246470	
OMIM:246500	白斑黒皮症-乳児症-精神遅滞-歯数不足-寡毛症
OMIM:246550	Lichtenstein 症候群
OMIM:246555	四肢奇形, 遠位横断性-精神遅滞-痙性
OMIM:246560	裂手裂足奇形3
OMIM:246570	腓骨無形成-脛骨 湾曲肢異形成(CMD1; CMPD1)
OMIM:246650	リパーゼ欠損症, 混合性
OMIM:246700	キロミクロン貯留病
OMIM:246900	Dihydrolipoamide dehydrogenase 欠乏症
OMIM:247100	リポイドタンパク症, Urbach and Wiethe
OMIM:247150	
OMIM:247200	Miller-Dieker 滑脳症候群
OMIM:247410	リンパ浮腫-副甲状腺機能低下症候群
OMIM:247430	リンパ芽球形質転換抑制
OMIM:247440	
OMIM:247450	リンパ芽球形質転換内因性障害
OMIM:247610	リンパ性間質性肺炎
OMIM:247630	リンパ系全身性悪化, 進行性
OMIM:247640	
OMIM:247650	リンフォカイン欠損症
OMIM:247800	リンパ球減少性高ガンマグロブリン血症-抗体欠損-自己免疫性溶血性貧血-糸球体腎炎
OMIM:247950	高リジン尿症
OMIM:247990	MacDermot- Winter 症候群
OMIM:248000	大頭症/巨大脳症, 常染色体劣性
OMIM:248010	巨大骨端異形成-骨粗鬆症-しわの多い皮膚-老人様外観
OMIM:248100	先天性脂肪性巨躯症
OMIM:248110	巨躯症-小眼球, 致死性
OMIM:248190	低マグネシウム血症, 腎性-眼異常
OMIM:248200	Stargardt 病1
OMIM:248250	低マグネシウム血症, 3, 腎性
OMIM:248260	
OMIM:248300	メレダ病
OMIM:248310	
OMIM:248340	3MC 症候群 3
OMIM:248350	歯列不正-低身長
OMIM:248360	マロニールCoA デカルボキシラーゼ欠損症
OMIM:248370	下顎肢端異形成-A型リポジストロフィー
OMIM:248390	Treacher Collins 症候群 3
OMIM:248400	下顎顔面異骨症-精神遅滞
OMIM:248450	Manitoba 眼毛髪肛門症候群
OMIM:248500	マンノース症, αB, リソソーム
OMIM:248510	マンノース症, βA, リソソーム
OMIM:248600	メープルシロップ尿症
OMIM:248700	Marden-Walker 症候群
OMIM:248760	マルファン体型-小頭-糸球体腎炎
OMIM:248770	Marfan 様精神遅滞症候群, 常染色体性
OMIM:248800	Marinesco-Sjogren 症候群
OMIM:248900	痙性対麻痺21, 常染色体劣性
OMIM:248910	皮膚肥満細胞症-伝音性難聴-小耳
OMIM:248950	McDonough 症候群
OMIM:249000	Meckel 症候群1型
OMIM:249100	家族性地中海熱 (MEFV; MEF; FMF)
OMIM:249230	巨大骨端小人症
OMIM:249240	巨脳-髄鞘化異常
OMIM:249270	チアミン反応性貧血症候群
OMIM:249300	巨大角膜
OMIM:249310	巨大角膜-精神遅滞症候群
OMIM:249400	メラニン沈着症, 神経皮膚
OMIM:249420	Frank-ter Haar 症候群
OMIM:249500	精神遅滞, 常染色体劣性1
OMIM:249599	精神遅滞症候群, ベルギー人型
OMIM:249600	精神遅滞症候群, Mietens-Weber 型
OMIM:249620	Ohdo 症候群
OMIM:249630	精神遅滞, ブエノスアイレス型
OMIM:249650	メルカプト乳酸-システインジスルフィド尿症 (MCDU)
OMIM:249660	びまん性腎メサンギウム硬化症-眼異常
OMIM:249670	軸中性六指症-心奇形
OMIM:249700	Langer 四肢中部短縮性異形成
OMIM:249710	四肢中部短縮および湾曲
OMIM:249900	Saposin B 欠損による異染性白質ジストロフィー
OMIM:250100	異染性白質ジストロフィー
OMIM:250215	骨幹端先端杯状異形成
OMIM:250220	骨幹端軟骨異形成, Sedaghatian 型
OMIM:250230	骨幹端軟骨異形成, Kaitila 型
OMIM:250250	軟骨毛髪低形成
OMIM:250300	骨幹端軟骨異形成, Pena 型
OMIM:250400	骨幹端異形成, Spahr 型
OMIM:250410	色素性網膜炎+/-骨格奇形
OMIM:250420	骨幹端性異骨症-精神遅滞-伝音性難聴
OMIM:250450	骨幹端異形成-斑状皮膚萎縮症-視神経萎縮
OMIM:250460	骨幹端異形成-寡毛症なし
OMIM:250500	骨幹端モデル異常-皮膚病変-痙性対麻痺
OMIM:250620	3-Hydroxyisobutyryl-CoA hydrolase 欠乏症
OMIM:250700	
OMIM:250790	メトヘモグロビン血症,-性別不明の外性器
OMIM:250800	メトヘモグロビン血症, メトヘモグロビンレダクターゼ欠損による
OMIM:250850	メチオニンアデノシールトランスフェラーゼ I/III 欠損症
OMIM:250900	メチオニン吸収不全症候群
OMIM:250940	ホモシスチン尿症-巨巨赤芽球貧血, cblG 相補型
OMIM:250950	3-メチルグルタコン酸尿症 I 型
OMIM:250951	3-メチルグルタコン酸尿症 IV 型
OMIM:251000	メチルマロン酸尿症, メチルマロン酸 CoA ムターゼ欠損症による
OMIM:251100	メチルマロン酸尿症 cbIA 型
OMIM:251110	メチルマロン酸尿症, cblB 型
OMIM:251120	Methylmalonyl-CoA epimerase 欠損症
OMIM:251190	小頭性原発性小人症, Toriello 型
OMIM:251200	小頭症1, 原発性常染色体劣性
OMIM:251220	小頭-心筋症
OMIM:251230	小頭-小肢症候群
OMIM:251240	小頭-化学遊走能障害-一過性低ガンマグロブリン血症
OMIM:251250	小頭-頚椎癒合奇形
OMIM:251255	Jawad 症候群
OMIM:251260	Nijmegen 染色体断裂症候群
OMIM:251270	小頭-脈絡膜網膜症, 常染色体劣性 1
OMIM:251280	小頭-痙性-脳石灰化
OMIM:251290	偽TORCH 症候群 1
OMIM:251400	小結腸
OMIM:251450	Desbuquois 異形成1
OMIM:251505	小眼球-コロボーマ性嚢胞
OMIM:251600	小眼球, 単独 1 (MCOP1)
OMIM:251700	小眼球-遠視-網膜変性-大水晶体-歯奇形
OMIM:251750	小球状水晶体 +/- 巨大角膜-異所性水晶体+/-二次性緑内障
OMIM:251800	小耳-外耳道閉鎖-伝音性難聴
OMIM:251850	下痢 2, 微絨毛萎縮を伴う
OMIM:251880	ミトコンドリアDNA枯渇症候群3 (肝脳型)
OMIM:251945	ミトコンドリア筋症-ミトコンドリア-タンパク癒合障害
OMIM:251950	ミトコンドリア筋症-乳酸性アシドーシス
OMIM:252010	ミトコンドリア複合体 I 欠損症, 核型1
OMIM:252011	ミトコンドリア呼吸鎖, 複合体 II, 欠損症
OMIM:252100	Mohr 症候群
OMIM:252150	モリブデン補因子欠損症, 相補群A
OMIM:252160	モリブデン補因子欠損症, 相補群B
OMIM:252250	単球化学遊走能異常
OMIM:252270	
OMIM:252300	Morquio 症候群, 非ケラタン硫酸排泄型
OMIM:252320	運動ニューロパチー, 末梢性-自律神経機能障害
OMIM:252350	もやもや病1
OMIM:252500	ムコリピドーシス II α/β
OMIM:252600	ムコリピドーシス III α/β
OMIM:252605	ムコリピドーシス III γ
OMIM:252650	ムコリピドーシス IV
OMIM:252700	ムコ多糖症, 分類不能
OMIM:252900	ムコ多糖症 IIIA
OMIM:252920	ムコ多糖症 III B
OMIM:252930	ムコ多糖症 III C
OMIM:252940	ムコ多糖症 III D
OMIM:253000	ムコ多糖症 IVA
OMIM:253010	ムコ多糖症 IVB
OMIM:253200	ムコ多糖症 VI
OMIM:253220	ムコ多糖症 VII
OMIM:253240	気道の粘液濃縮
OMIM:253250	Mulibrey 小人症
OMIM:253260	ビオチニダーゼ欠損症
OMIM:253270	ホロカルボキシラーゼ欠損合成酵素欠損症
OMIM:253280	筋ジストロフィー-ジストログリカン症 (先天性, 脳眼奇形), A型, 3 (MDDGA3)
OMIM:253290	多発性翼状片症候群, 致死型
OMIM:253300	脊髄性筋萎縮 I
OMIM:253310	致死性先天性関節拘縮症候群1型 (LCCS) (LCCS1)
OMIM:253320	マルチコアミオパチー-精神遅滞-低身長-低ゴナドトロピン性性腺機能低下症
OMIM:253400	脊髄性筋萎縮 III
OMIM:253550	脊髄性筋萎縮 II
OMIM:253590	筋萎縮, 成人発症-白質ジストロフィー
OMIM:253600	筋ジストロフィー, 肢帯型, 常染色体劣性1
OMIM:253601	筋ジストロフィー, 肢帯型, 常染色体劣性2
OMIM:253700	筋ジストロフィー, 肢帯型, 常染色体劣性5
OMIM:253800	筋ジストロフィー-ジストログリカン症 (先天性脳および眼奇形), A型, 4
OMIM:253900	筋ジストロフィー, 先天性, 関節拘縮を生じる
OMIM:254000	筋ジストロフィー, 先天性-乳児性白内障-性腺機能低下症
OMIM:254090	Ullrich 先天性筋ジストロフィー1
OMIM:254100	筋ジストロフィー, 先天性-急速進行性
OMIM:254110	筋ジストロフィー, 肢帯型, 常染色体劣性8
OMIM:254120	筋緊張亢進, 致死性
OMIM:254150	無嗅覚症, 麝香
OMIM:254190	筋無力症、先天性, アセチルコリンエステラーゼ抑制剤抵抗性
OMIM:254200	重症筋無力症
OMIM:254210	筋無力症候群, 先天性, 6, シナプス前
OMIM:254300	筋無力症, 肢帯型, 家族性 (LGM)
OMIM:254400	菌状息肉症
OMIM:254450	骨髄線維症
OMIM:254500	
OMIM:254600	ミエロペルオキシダーゼ欠損症
OMIM:254700	骨髄増殖性疾患, 常染色体劣性
OMIM:254770	てんかん, 若年性ミオクロニー
OMIM:254780	ミオクロニーてんかん Lafora
OMIM:254800	ミオクロニーてんかん, Unverricht および Lundborg
OMIM:254900	てんかん, 進行性ミオクローヌス4 +/- 腎不全
OMIM:254940	Carey-Fineman-Ziter 症候群
OMIM:254950	ミオパチー, 顆粒空胞小葉性-電気生理学的ミオトニア
OMIM:254960	ミオパチー, リンゴ酸-アスパラギン酸シャトル障害
OMIM:255100	脂質蓄積ミオパチー, flavin adenine dinucleotide synthetase 欠乏による
OMIM:255110	Carnitine palmitoyltransferase II 欠損症, ミオパチー性, ストレス誘発性
OMIM:255120	カルニチン パルミチルトランスフェラーゼ I 欠損症
OMIM:255125	ミオパチー-乳酸性アシドーシス, 遺伝性
OMIM:255140	ミオパチー-巨大異常ミトコンドリア
OMIM:255160	ミオパチー, ミオシン蓄積, 常染色体劣性
OMIM:255200	ミオパチー, 中心核, 2
OMIM:255300	ミオパチー, 先天性
OMIM:255310	ミオパチー, 先天性-筋繊維型不均等
OMIM:255320	ミニコアミオパチー-外眼筋麻痺
OMIM:255500	近視18, 常染色体劣性
OMIM:255600	筋硬化症, 常染色体劣性
OMIM:255700	筋緊張症, 全身性
OMIM:255710	筋緊張症-骨格異常-精神遅滞
OMIM:255800	Schwartz-Jampel 症候群 I 型 (SJS1)
OMIM:255900	粘液水腫
OMIM:255960	粘液腫, 心内
OMIM:255980	鼻指聴覚症候群
OMIM:255990	Nathalie 症候群
OMIM:255995	ミオパチー, 先天性, Baily-Bloch
OMIM:256000	Leigh 症候群
OMIM:256020	爪-膝蓋様腎疾患
OMIM:256030	ネマリンミオパチー2
OMIM:256050	アテロオステオジェネシス II 型
OMIM:256100	ネフロン癆 1 (NPHP1)
OMIM:256120	腎症-難聴-副甲状腺機能亢進
OMIM:256150	腎シアリドーシス
OMIM:256200	ネフローゼ-難聴-尿路/指趾奇形
OMIM:256300	ネフローゼ症候群1型
OMIM:256370	ネフローゼ症候群4型
OMIM:256450	高インスリン血症性低血糖症, 家族性, 1
OMIM:256500	Netherton 症候群
OMIM:256520	Neu-Laxova 症候群1
OMIM:256540	ノイラミニダーゼ欠損症- β-ガラクトシダーゼ欠損症
OMIM:256550	ノイラミニダーゼ欠損症
OMIM:256690	神経顔指腎症候群
OMIM:256700	神経芽細胞腫への感受性
OMIM:256710	Elejalde 症候群
OMIM:256720	神経疾患, 乳児多臓器-骨脆弱性
OMIM:256730	セロイドリポフスシン症, 神経性, 1
OMIM:256731	セロイドリポフスチノーシス, 神経性 5 (CLN5)
OMIM:256800	無痛覚症, 先天性-無汗症 (CIPA)
OMIM:256810	ミトコンドリアDNA欠乏症6 (肝腎型)
OMIM:256840	ニューロパチー, 遺伝性感覚性-痙性対麻痺
OMIM:256850	巨大軸索ニューロパチー1
OMIM:256855	ニューロパチー, 遺伝性運動および感覚-過剰なミエリン襞複合体
OMIM:256860	ニューロパチー, 遺伝性感覚, 非典型的
OMIM:256870	ニューロパチー, 有痛性
OMIM:257100	好中球減少, 致死性先天性-好酸球増多
OMIM:257150	好中球アクチン機能障害
OMIM:257200	Niemann- Pick 病 (NPD)
OMIM:257220	Niemann-Pick 病C型
OMIM:257270	夜盲, 先天性安定性1B型
OMIM:257300	まだら異数性モザイク症候群 1
OMIM:257320	滑脳症2
OMIM:257350	後部小水疱, 家族性
OMIM:257400	眼振, 先天性運動, 常染色体劣性
OMIM:257500	肥満- 低換気症候群
OMIM:257550	眼球運動失行
OMIM:257600	眼球ミオパチー-クラーレ感受性
OMIM:257790	眼脳性低色素症候群, Preus
OMIM:257800	眼脳症候群-低色素
OMIM:257850	眼歯指異形成, 常染色体劣性
OMIM:257910	眼-口蓋-脳小人症候群
OMIM:257920	3MC症候群1
OMIM:257960	眼毛髪異形成
OMIM:257970	眼-腎-小脳症候群
OMIM:257980	歯爪皮膚異形成
OMIM:258040	OEIS 複合
OMIM:258100	Oguchi 病1
OMIM:258150	精子形成不全1
OMIM:258200	Oliver 症候群
OMIM:258300	オリーブ核橋小脳萎縮 II
OMIM:258315	肩異形成 1
OMIM:258320	臍帯ヘルニア-口蓋裂症候群, 致死性
OMIM:258360	爪-毛髪異形成-好中球減少
OMIM:258400	全眼筋麻痺-眼瞼下垂-縮瞳
OMIM:258450	進行性外眼筋麻痺-ミトコンドリアDNA欠乏, 常染色体劣性
OMIM:258470	眼筋麻痺性神経筋疾患-異常なミトコンドリア
OMIM:258480	骨成熟遅延性異形成
OMIM:258500	視神経萎縮, 先天性または早期乳児期
OMIM:258501	3-@メチルグルタコン酸尿症 III 型
OMIM:258650	視神経萎縮-感音性難聴-末梢性ニューロパチー, 常染色体劣性
OMIM:258660	非動脈性前部虚血性視神経ニューロパチー感受性
OMIM:258700	視神経蝸タウロドント状核変性
OMIM:258800	口腔感覚障害
OMIM:258840	口腔および指趾異常-魚鱗癬
OMIM:258850	口腔-顔-指趾症候群 III
OMIM:258860	口腔顔指趾症候群 IV 型
OMIM:258865	口腔顔指趾症候群 IX 型
OMIM:258870	脳回萎縮, 脈絡膜および網膜
OMIM:258900	オロチン酸尿症
OMIM:259050	Primrose 症候群
OMIM:259200	Blount 病
OMIM:259250	骨異形成, 家族性, Anderson 型
OMIM:259270	骨異形成, 早発, Danks, Mayne および Kozlowski
OMIM:259410	先天性骨形成不全-小頭-白内障
OMIM:259420	骨形成不全 III 型
OMIM:259440	骨形成不全症 IX型
OMIM:259450	Bruck 症候群1
OMIM:259550	
OMIM:259600	多中心性骨融解-結節症-関節症
OMIM:259610	骨融解症候群, 常劣型
OMIM:259650	
OMIM:259660	骨軟化症, 硬化性-大脳石灰化
OMIM:259680	骨髄炎, 慢性多巣性
OMIM:259690	骨粗鬆症-疎な毛髪
OMIM:259700	大理石骨病, 常染色体劣性1型
OMIM:259710	大理石骨病, 軽症常染色体劣性2
OMIM:259720	大理石骨病, 常染色体劣性 5 (OPTB5)
OMIM:259730	大理石骨病, 常染色体劣性 3 (OPTB3)
OMIM:259770	骨粗鬆症-偽グリオーマ症候群
OMIM:259775	Raine 症候群
OMIM:259780	耳爪腓骨症候群
OMIM:259900	高修酸尿, 原発性, I 型
OMIM:260000	高修酸尿, 原発性, II 型
OMIM:260005	5-オキソプロリナーゼ欠損症
OMIM:260100	
OMIM:260130	爪肥厚症, 先天性, 常染色体劣性
OMIM:260150	Palant 口蓋裂症候群
OMIM:260200	淡蒼球変性, 進行性-色素性網膜炎
OMIM:260300	パーキンソン病 15, 常染色体劣性 (PARK15)
OMIM:260450	膵不全, 混合性外分泌
OMIM:260470	汎脳炎, 亜急性硬化性
OMIM:260480	膵炎-硬化性胆管炎-乾燥複合
OMIM:260500	
OMIM:260530	Parana 堅い皮膚症候群
OMIM:260540	パーキンソン病-認知症候群
OMIM:260555	Partington-Anderson 症候群
OMIM:260565	PEHO 症候群
OMIM:260570	Pelger-Huet-様奇形-発熱エピソード-腹痛
OMIM:260600	白質ジストロフィー, ミエリン形成不全性, 3
OMIM:260650	ペラグラ様症候群
OMIM:260660	骨盤肩甲骨異形成
OMIM:260800	ペントース尿
OMIM:260900	心外膜滲出液, 慢性
OMIM:260910	膿瘍性穿掘性頭部毛包周囲炎, 家族性
OMIM:260920	高IgD症候群
OMIM:260950	若年性歯周囲炎
OMIM:260970	末梢性ニューロパチー-運動失調-巣状壊死性脳症-脳海綿状変性
OMIM:261000	内因子欠乏症
OMIM:261100	巨赤芽球性貧血 1 (MGA1)
OMIM:261400	腓骨筋欠損
OMIM:261515	D-二官能性タンパク欠損症
OMIM:261540	Petersプラス 症候群
OMIM:261550	ミューラー管遺残症候群 I および II 型
OMIM:261560	Pfeiffer-Palm-Teller 症候群
OMIM:261575	PHAVER 症候群
OMIM:261590	
OMIM:261600	フェニールケトン尿症
OMIM:261630	高フェニールアラニン血症, BH4 依存性, C
OMIM:261640	高フェニールアラニン血症, BH4 欠乏性, A
OMIM:261650	Phosphoenolpyruvate carboxykinase 欠乏症, ミトコンドリア
OMIM:261670	グリコーゲン蓄積症 X
OMIM:261680	
OMIM:261740	糖原病, 心, 致死性先天低
OMIM:261750	糖原病 IXb 型
OMIM:261800	Pierre Robin 症候群
OMIM:261900	
OMIM:261990	捩転毛-発達遅滞
OMIM:262000	捩転毛- 感音性難聴
OMIM:262020	毛髪歯異形成-屈折異常
OMIM:262190	松果体過形成-インスリン抵抗性糖尿病-身体異常
OMIM:262300	全色盲3 (ACHM3)
OMIM:262400	単独成長ホルモン欠損症 IA 型
OMIM:262500	Laron 症候群
OMIM:262600	下垂体性小人症 III
OMIM:262650	Kowarski 症候群
OMIM:262700	下垂体ホルモン欠乏症, 混合性, 4
OMIM:262710	下垂体性小人症-大きなトルコ鞍
